question_id,version,problem_type,question_text,correct_choice_id,correct_choice_name,near_miss_choice_1_id,near_miss_choice_1_name,near_miss_choice_1_reason,near_miss_choice_2_id,near_miss_choice_2_name,near_miss_choice_2_reason,wrong_choice_id,wrong_choice_name,wrong_reason,validation_status,validation_notes
Q058,v1.0_final,F06,夜ではないですが、胃もたれがあります。軽い主菜を選びたい。 4つの中で最も合うものはどれですか。,food_white_fish,白身魚,food_vegetable_soup,野菜スープ,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q059,v1.0_final,F06,食欲がないので、汁物で少し補いたい。 4つの中で最も合うものはどれですか。,food_egg_drop_soup,卵スープ,food_tomato,トマト,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q060,v1.0_final,F06,乳製品が問題ない相談者です。軽くたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,food_greek_yogurt,ギリシャヨーグルト,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q061,v1.0_final,F06,胃もたれがあるので、脂質が多いものは避けたい。 4つの中で最も合うものはどれですか。,food_white_fish_rice,白身魚＋ごはん,food_kiwi,キウイ,一部は合うが、主条件が足りない。,food_tuna_egg_sand,ツナ卵サンド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_fried_chicken,唐揚げ,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q062,v1.0_final,F06,胃が重いと言っています。脂質が少なく食べやすいものを選びたい。 4つの中で最も合うものはどれですか。,food_egg_zosui,卵雑炊,food_banana,バナナ,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q063,v1.0_final,F06,食欲が少ないトレーニング後です。軽く食べられるものを選びたい。 4つの中で最も合うものはどれですか。,food_rice_porridge,おかゆ,food_orange,オレンジ,一部は合うが、主条件が足りない。,food_mackerel_grilled,焼きさば,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q064,v1.0_final,F06,夜ではないですが、胃もたれがあります。軽い主菜を選びたい。 4つの中で最も合うものはどれですか。,food_white_fish,白身魚,food_vegetable_soup,野菜スープ,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q065,v1.0_final,F06,食欲がないので、汁物で少し補いたい。 4つの中で最も合うものはどれですか。,food_egg_drop_soup,卵スープ,food_tomato,トマト,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q066,v1.0_final,F06,乳製品が問題ない相談者です。軽くたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,food_greek_yogurt,ギリシャヨーグルト,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q067,v1.0_final,F07,乳製品を避けたい相談者です。植物性で軽く補えるものを選びたい。 4つの中で最も合うものはどれですか。,food_soy_milk_unsweetened,無調整豆乳,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,food_milk,牛乳,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_cheese,チーズ,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q068,v1.0_final,F07,大豆を避けたい相談者です。大豆を使わずたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,food_chicken_breast,鶏むね肉,food_tofu_cold,冷ややっこ,一部は合うが、主条件が足りない。,protein_soy,ソイプロテイン標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_natto,納豆,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q069,v1.0_final,F07,魚が苦手な相談者です。魚を使わず主たんぱく質を選びたい。 4つの中で最も合うものはどれですか。,food_pork_tenderloin,豚ヒレ,food_salmon_grilled,焼き鮭,一部は合うが、主条件が足りない。,food_tuna_can_water,ツナ水煮,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_mackerel_grilled,焼きさば,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q070,v1.0_final,F07,卵を避けたい相談者です。卵なしで回復食を選びたい。 4つの中で最も合うものはどれですか。,food_chicken_rice,鶏むね肉＋ごはん,food_boiled_egg,ゆで卵,一部は合うが、主条件が足りない。,food_tuna_egg_sand,ツナ卵サンド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_scrambled_egg,卵焼き,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q071,v1.0_final,F07,小麦を避けたい相談者です。小麦なしで炭水化物も取れるものを選びたい。 4つの中で最も合うものはどれですか。,food_chicken_rice,鶏むね肉＋ごはん,food_udon_egg,卵うどん,一部は合うが、主条件が足りない。,food_white_bread_toast,食パン,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_tuna_egg_sand,ツナ卵サンド,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q072,v1.0_final,F07,乳が苦手だが大豆は問題ありません。代替候補を選びたい。 4つの中で最も合うものはどれですか。,food_tofu_cold,冷ややっこ,protein_milk_drink15,ミルクプロテインドリンク15g標準,一部は合うが、主条件が足りない。,food_yogurt_plain,プレーンヨーグルト,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,protein_whey_concentrate,ホエイプロテイン標準,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q073,v1.0_final,F07,乳製品を避けたい相談者です。植物性で軽く補えるものを選びたい。 4つの中で最も合うものはどれですか。,food_soy_milk_unsweetened,無調整豆乳,protein_whey_isolate,ホエイアイソレート標準,一部は合うが、主条件が足りない。,food_milk,牛乳,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_cheese,チーズ,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q074,v1.0_final,F07,大豆を避けたい相談者です。大豆を使わずたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,food_chicken_breast,鶏むね肉,food_tofu_cold,冷ややっこ,一部は合うが、主条件が足りない。,protein_soy,ソイプロテイン標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_natto,納豆,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q075,v1.0_final,F07,魚が苦手な相談者です。魚を使わず主たんぱく質を選びたい。 4つの中で最も合うものはどれですか。,food_pork_tenderloin,豚ヒレ,food_salmon_grilled,焼き鮭,一部は合うが、主条件が足りない。,food_tuna_can_water,ツナ水煮,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_mackerel_grilled,焼きさば,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q076,v1.0_final,F07,卵を避けたい相談者です。卵なしで回復食を選びたい。 4つの中で最も合うものはどれですか。,food_chicken_rice,鶏むね肉＋ごはん,food_boiled_egg,ゆで卵,一部は合うが、主条件が足りない。,food_tuna_egg_sand,ツナ卵サンド,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_scrambled_egg,卵焼き,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q077,v1.0_final,F07,小麦を避けたい相談者です。小麦なしで炭水化物も取れるものを選びたい。 4つの中で最も合うものはどれですか。,food_chicken_rice,鶏むね肉＋ごはん,food_udon_egg,卵うどん,一部は合うが、主条件が足りない。,food_white_bread_toast,食パン,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_tuna_egg_sand,ツナ卵サンド,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q078,v1.0_final,F08,夜遅いトレーニング後です。カフェインと重い食事を避けたい。 4つの中で最も合うものはどれですか。,food_egg_zosui,卵雑炊,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q079,v1.0_final,F08,寝る前に近い時間です。軽くたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,protein_casein_whey,カゼイン＋ホエイ標準,food_banana,バナナ,一部は合うが、主条件が足りない。,food_mackerel_grilled,焼きさば,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q080,v1.0_final,F08,夜遅く、胃に重いものは避けたい相談です。 4つの中で最も合うものはどれですか。,food_greek_yogurt_banana,ギリシャヨーグルト＋バナナ,food_orange,オレンジ,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q081,v1.0_final,F08,就寝前で、カフェインは避けます。軽いものを選びたい。 4つの中で最も合うものはどれですか。,food_rice_porridge,おかゆ,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q082,v1.0_final,F08,夜の軽食です。脂質が少なく食べやすいものを選びます。 4つの中で最も合うものはどれですか。,food_egg_drop_soup,卵スープ,food_tomato,トマト,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q083,v1.0_final,F08,夜遅いので重い弁当は避けます。 4つの中で最も合うものはどれですか。,food_white_fish_rice,白身魚＋ごはん,food_banana,バナナ,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q084,v1.0_final,F08,夜遅いトレーニング後です。カフェインと重い食事を避けたい。 4つの中で最も合うものはどれですか。,food_egg_zosui,卵雑炊,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_fried_chicken,唐揚げ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q085,v1.0_final,F08,寝る前に近い時間です。軽くたんぱく質を取りたい。 4つの中で最も合うものはどれですか。,protein_casein_whey,カゼイン＋ホエイ標準,food_banana,バナナ,一部は合うが、主条件が足りない。,food_mackerel_grilled,焼きさば,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q086,v1.0_final,F08,夜遅く、胃に重いものは避けたい相談です。 4つの中で最も合うものはどれですか。,food_greek_yogurt_banana,ギリシャヨーグルト＋バナナ,food_orange,オレンジ,一部は合うが、主条件が足りない。,food_fried_chicken_bento,唐揚げ弁当,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q087,v1.0_final,F08,就寝前で、カフェインは避けます。軽いものを選びたい。 4つの中で最も合うものはどれですか。,food_rice_porridge,おかゆ,protein_none,プロテインなし,一部は合うが、主条件が足りない。,food_cheese,チーズ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q088,v1.0_final,F08,夜の軽食です。脂質が少なく食べやすいものを選びます。 4つの中で最も合うものはどれですか。,food_egg_drop_soup,卵スープ,food_tomato,トマト,一部は合うが、主条件が足りない。,food_mixed_nuts,ミックスナッツ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q089,v1.0_final,F09,暑い日に汗を多くかきました。水分だけでなく塩分も意識したい。 4つの中で最も合うものはどれですか。,food_sports_drink,スポーツドリンク,food_water,水,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q090,v1.0_final,F09,長めに動いて汗をかきました。汁物で水分と塩分を取りたい。 4つの中で最も合うものはどれですか。,food_udon_egg,卵うどん,food_water,水,一部は合うが、主条件が足りない。,food_orange,オレンジ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q091,v1.0_final,F09,汗をかいた後の食事です。水分と塩分を含むものを選びたい。 4つの中で最も合うものはどれですか。,food_grilled_salmon_set,鮭定食ライト,food_water,水,一部は合うが、主条件が足りない。,food_rice_regular,ごはん普通盛り,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q092,v1.0_final,F09,暑い日のトレーニング後です。軽く水分と塩分を補いたい。 4つの中で最も合うものはどれですか。,food_miso_soup,味噌汁,food_water,水,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q093,v1.0_final,F09,汗が多い相談です。塩分を含む汁物を選びたい。 4つの中で最も合うものはどれですか。,food_tofu_miso_soup,豆腐味噌汁,food_water,水,一部は合うが、主条件が足りない。,food_tomato,トマト,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q094,v1.0_final,F09,運動時間が長く、汗をかきました。糖質も少しある補給を選びたい。 4つの中で最も合うものはどれですか。,food_udon_plain,かけうどん,food_water,水,一部は合うが、主条件が足りない。,protein_whey_isolate,ホエイアイソレート標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q095,v1.0_final,F09,暑い日に汗を多くかきました。水分だけでなく塩分も意識したい。 4つの中で最も合うものはどれですか。,food_sports_drink,スポーツドリンク,food_water,水,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q096,v1.0_final,F09,長めに動いて汗をかきました。汁物で水分と塩分を取りたい。 4つの中で最も合うものはどれですか。,food_udon_egg,卵うどん,food_water,水,一部は合うが、主条件が足りない。,food_orange,オレンジ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q097,v1.0_final,F09,汗をかいた後の食事です。水分と塩分を含むものを選びたい。 4つの中で最も合うものはどれですか。,food_grilled_salmon_set,鮭定食ライト,food_water,水,一部は合うが、主条件が足りない。,food_rice_regular,ごはん普通盛り,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q098,v1.0_final,F09,暑い日のトレーニング後です。軽く水分と塩分を補いたい。 4つの中で最も合うものはどれですか。,food_miso_soup,味噌汁,food_water,水,一部は合うが、主条件が足りない。,food_banana,バナナ,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_black_coffee,ブラックコーヒー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q099,v1.0_final,F09,汗が多い相談です。塩分を含む汁物を選びたい。 4つの中で最も合うものはどれですか。,food_tofu_miso_soup,豆腐味噌汁,food_water,水,一部は合うが、主条件が足りない。,food_tomato,トマト,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_zero_jelly,ノンカロリーゼリー,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
Q100,v1.0_final,F09,運動時間が長く、汗をかきました。糖質も少しある補給を選びたい。 4つの中で最も合うものはどれですか。,food_udon_plain,かけうどん,food_water,水,一部は合うが、主条件が足りない。,protein_whey_isolate,ホエイアイソレート標準,目的には近いが、量・脂質・糖質・時間帯のどれかがずれる。,food_energy_drink,エナジードリンク,今回の目的と明確に合わない。,passed,4択数、正解1、惜しい2、不正解1、正解根拠、問題タイプ主条件を確認済み。
